"'Acacia mangium'","9.22","0","plot4"
"'Acacia mangium'","8.00","0","plot4"
"'Acacia mangium'","8.54","0","plot4"
"'Acacia mangium'","16.31","0","plot4"
"'Acacia mangium'","9.00","0","plot4"
"'Acacia mangium'","9.22","0","plot4"
"'Acacia mangium'","10.30","0","plot4"
"'Acacia mangium'","10.00","0","plot4"
"'Acacia mangium'","12.00","0","plot4"
"'Borassus flabellifer'","60.00","0","plot4"
"'Borassus flabellifer'","180.00","0","plot4"
"'Bridelia retusa'","14.21","0","plot4"
"'Bridelia retusa'","13.00","0","plot4"
"'Dodonaea angustifolia'","9.06","0","plot4"
"'Dodonaea angustifolia'","9.64","0","plot4"
"'Dodonaea angustifolia'","8.06","0","plot4"
"'Dodonaea angustifolia'","9.49","0","plot4"
"'Dodonaea angustifolia'","15.62","0","plot4"
"'Dodonaea angustifolia'","10.00","0","plot4"
"'Dodonaea angustifolia'","13.19","0","plot4"
"'Dodonaea angustifolia'","14.14","0","plot4"
"'Dodonaea angustifolia'","12.45","0","plot4"
"'Dodonaea angustifolia'","12.53","0","plot4"
"'Dodonaea angustifolia'","19.16","0","plot4"
"'Dodonaea angustifolia'","21.12","0","plot4"
